164,ROSEBERY,ROSEBERY 0832 NT,17,,,,,0,rosebery-0832,0832
165,ROSEBERY HEIGHTS,ROSEBERY HEIGHTS 0832 NT,17,,,,,0,rosebery-heights-0832,0832
166,ZUCCOLI,ZUCCOLI 0832 NT,17,,,,,0,zuccoli-0832,0832
167,VIRGINIA,VIRGINIA 0834 NT,17,,,,,0,virginia-0834,0834
168,HOWARD SPRINGS,HOWARD SPRINGS 0835 NT,17,,,,,0,howard-springs-0835,0835
169,GIRRAWEEN,GIRRAWEEN 0836 NT,17,,,,,0,girraween-0836,0836
170,HERBERT,HERBERT 0836 NT,17,,,,,0,herbert-0836,0836
171,HUMPTY DOO,HUMPTY DOO 0836 NT,17,,,,,0,humpty-doo-0836,0836
172,MANTON,MANTON 0837 NT,17,,,,,0,manton-0837,0837
173,NOONAMAH,NOONAMAH 0837 NT,17,,,,,0,noonamah-0837,0837
174,BERRY SPRINGS,BERRY SPRINGS 0838 NT,17,,,,,0,berry-springs-0838,0838
175,COOLALINGA,COOLALINGA 0839 NT,17,,,,,0,coolalinga-0839,0839
176,DUNDEE BEACH,DUNDEE BEACH 0840 NT,17,,,,,0,dundee-beach-0840,0840
177,DUNDEE DOWNS,DUNDEE DOWNS 0840 NT,17,,,,,0,dundee-downs-0840,0840
178,DUNDEE FOREST,DUNDEE FOREST 0840 NT,17,,,,,0,dundee-forest-0840,0840
189,KATHERINE,KATHERINE 0851 NT,17,,,,,0,katherine-0851,0851
190,ARNOLD,ARNOLD 0852 NT,17,,,,,0,arnold-0852,0852
191,BAINES,BAINES 0852 NT,17,,,,,0,baines-0852,0852
192,BARUNGA,BARUNGA 0852 NT,17,,,,,0,barunga-0852,0852
193,BESWICK,BESWICK 0852 NT,17,,,,,0,beswick-0852,0852
194,BESWICK CREEK,BESWICK CREEK 0852 NT,17,,,,,0,beswick-creek-0852,0852
195,BINJARI,BINJARI 0852 NT,17,,,,,0,binjari-0852,0852
196,BIRDUM,BIRDUM 0852 NT,17,,,,,0,birdum-0852,0852
197,BRADSHAW,BRADSHAW 0852 NT,17,,,,,0,bradshaw-0852,0852
198,BUCHANAN,BUCHANAN 0852 NT,17,,,,,0,buchanan-0852,0852
199,BULMAN WEEMOL,BULMAN WEEMOL 0852 NT,17,,,,,0,bulman-weemol-0852,0852
200,CRESWELL,CRESWELL 0852 NT,17,,,,,0,creswell-0852,0852
201,DAGURAGU,DAGURAGU 0852 NT,17,,,,,0,daguragu-0852,0852
202,DALY WATERS,DALY WATERS 0852 NT,17,,,,,0,daly-waters-0852,0852
203,DELAMERE,DELAMERE 0852 NT,17,,,,,0,delamere-0852,0852
204,EDITH,EDITH 0852 NT,17,,,,,0,edith-0852,0852
205,ELSEY,ELSEY 0852 NT,17,,,,,0,elsey-0852,0852
206,FLORINA,FLORINA 0852 NT,17,,,,,0,florina-0852,0852
207,FLYING FOX,FLYING FOX 0852 NT,17,,,,,0,flying-fox-0852,0852
208,GREGORY,GREGORY 0852 NT,17,,,,,0,gregory-0852,0852
219,MATARANKA,MATARANKA 0852 NT,17,,,,,0,mataranka-0852,0852
220,MCARTHUR,MCARTHUR 0852 NT,17,,,,,0,mcarthur-0852,0852
221,MINIYERI,MINIYERI 0852 NT,17,,,,,0,miniyeri-0852,0852
222,NGUKURR,NGUKURR 0852 NT,17,,,,,0,ngukurr-0852,0852
223,NITMILUK,NITMILUK 0852 NT,17,,,,,0,nitmiluk-0852,0852
224,PELLEW ISLANDS,PELLEW ISLANDS 0852 NT,17,,,,,0,pellew-islands-0852,0852
225,PIGEON HOLE,PIGEON HOLE 0852 NT,17,,,,,0,pigeon-hole-0852,0852
226,ROBINSON RIVER,ROBINSON RIVER 0852 NT,17,,,,,0,robinson-river-0852,0852
227,STURT PLATEAU,STURT PLATEAU 0852 NT,17,,,,,0,sturt-plateau-0852,0852
228,TANAMI EAST,TANAMI EAST 0852 NT,17,,,,,0,tanami-east-0852,0852
229,TIMBER CREEK,TIMBER CREEK 0852 NT,17,,,,,0,timber-creek-0852,0852
230,TOP SPRINGS,TOP SPRINGS 0852 NT,17,,,,,0,top-springs-0852,0852
231,URALLA,URALLA 0852 NT,17,,,,,0,uralla-0852,0852
232,VENN,VENN 0852 NT,17,,,,,0,venn-0852,0852
233,VICTORIA RIVER,VICTORIA RIVER 0852 NT,17,,,,,0,victoria-river-0852,0852
234,VICTORIA RIVER DOWNS,VICTORIA RIVER DOWNS 0852 NT,17,,,,,0,victoria-river-downs-0852,0852
245,NEWCASTLE WATERS,NEWCASTLE WATERS 0862 NT,17,,,,,0,newcastle-waters-0862,0862
246,NICHOLSON,NICHOLSON 0862 NT,17,,,,,0,nicholson-0862,0862
247,PAMAYU,PAMAYU 0862 NT,17,,,,,0,pamayu-0862,0862
248,RENNER SPRINGS,RENNER SPRINGS 0862 NT,17,,,,,0,renner-springs-0862,0862
249,TABLELANDS,TABLELANDS 0862 NT,17,,,,,0,tablelands-0862,0862
250,WARREGO,WARREGO 0862 NT,17,,,,,0,warrego-0862,0862
251,ALICE SPRINGS,ALICE SPRINGS 0870 NT,17,,,,,0,alice-springs-0870,0870
252,ARALUEN,ARALUEN 0870 NT,17,,,,,0,araluen-0870,0870
253,ARUMBERA,ARUMBERA 0870 NT,17,,,,,0,arumbera-0870,0870
254,BRAITLING,BRAITLING 0870 NT,17,,,,,0,braitling-0870,0870
255,CICCONE,CICCONE 0870 NT,17,,,,,0,ciccone-0870,0870
256,CONNELLAN,CONNELLAN 0870 NT,17,,,,,0,connellan-0870,0870
257,DESERT SPRINGS,DESERT SPRINGS 0870 NT,17,,,,,0,desert-springs-0870,0870
258,EAST SIDE,EAST SIDE 0870 NT,17,,,,,0,east-side-0870,0870
269,UNDOOLYA,UNDOOLYA 0870 NT,17,,,,,0,undoolya-0870,0870
270,WHITE GUMS,WHITE GUMS 0870 NT,17,,,,,0,white-gums-0870,0870
271,ALI CURUNG,ALI CURUNG 0872 NT,17,,,,,0,ali-curung-0872,0872
272,AMOONGUNA,AMOONGUNA 0872 NT,17,,,,,0,amoonguna-0872,0872
273,AMPILATWATJA,AMPILATWATJA 0872 NT,17,,,,,0,ampilatwatja-0872,0872
274,ANATYE,ANATYE 0872 NT,17,,,,,0,anatye-0872,0872
275,ANMATJERE,ANMATJERE 0872 NT,17,,,,,0,anmatjere-0872,0872
276,AREYONGA,AREYONGA 0872 NT,17,,,,,0,areyonga-0872,0872
277,ATITJERE,ATITJERE 0872 NT,17,,,,,0,atitjere-0872,0872
278,BARROW CREEK,BARROW CREEK 0872 NT,17,,,,,0,barrow-creek-0872,0872
279,BURT PLAIN,BURT PLAIN 0872 NT,17,,,,,0,burt-plain-0872,0872
280,CANTEEN CREEK,CANTEEN CREEK 0872 NT,17,,,,,0,canteen-creek-0872,0872
291,HART,HART 0872 NT,17,,,,,0,hart-0872,0872
292,HART RANGE,HART RANGE 0872 NT,17,,,,,0,hart-range-0872,0872
293,HERMANNSBURG,HERMANNSBURG 0872 NT,17,,,,,0,hermannsburg-0872,0872
294,HUGH,HUGH 0872 NT,17,,,,,0,hugh-0872,0872
295,IMANPA,IMANPA 0872 NT,17,,,,,0,imanpa-0872,0872
296,INDULKANA,INDULKANA 0872 NT,17,,,,,0,indulkana-0872,0872
297,ININTI STORE,ININTI STORE 0872 NT,17,,,,,0,ininti-store-0872,0872
298,KALTUKATJARA,KALTUKATJARA 0872 NT,17,,,,,0,kaltukatjara-0872,0872
299,KINGS CREEK STATION,KINGS CREEK STATION 0872 NT,17,,,,,0,kings-creek-station-0872,0872
300,KINTORE,KINTORE 0872 NT,17,,,,,0,kintore-0872,0872
301,KIWIRRKURRA,KIWIRRKURRA 0872 WA,19,,,,,0,kiwirrkurra-0872,0872
302,KULGERA,KULGERA 0872 NT,17,,,,,0,kulgera-0872,0872
303,KUNPARRKA,KUNPARRKA 0872 NT,17,,,,,0,kunparrka-0872,0872
314,NYAPARI,NYAPARI 0872 NT,17,,,,,0,nyapari-0872,0872
315,NYIRRIPI,NYIRRIPI 0872 NT,17,,,,,0,nyirripi-0872,0872
316,PAPUNYA,PAPUNYA 0872 NT,17,,,,,0,papunya-0872,0872
317,PATJARR,PATJARR 0872 WA,19,,,,,0,patjarr-0872,0872
318,PETERMANN,PETERMANN 0872 NT,17,,,,,0,petermann-0872,0872
319,SANDOVER,SANDOVER 0872 NT,17,,,,,0,sandover-0872,0872
320,SANTA TERESA,SANTA TERESA 0872 NT,17,,,,,0,santa-teresa-0872,0872
321,SIMPSON,SIMPSON 0872 NT,17,,,,,0,simpson-0872,0872
322,TANAMI,TANAMI 0872 NT,17,,,,,0,tanami-0872,0872
323,TARA,TARA 0872 NT,17,,,,,0,tara-0872,0872
324,TELEGRAPH STATION,TELEGRAPH STATION 0872 NT,17,,,,,0,telegraph-station-0872,0872
325,TI TREE,TI TREE 0872 NT,17,,,,,0,ti-tree-0872,0872
326,TITJIKALA,TITJIKALA 0872 NT,17,,,,,0,titjikala-0872,0872
