CASTLECRAG 2068 NSW,-33.80137,151.22007
MIDDLE COVE 2068 NSW,-33.7938,151.2086
NORTH WILLOUGHBY 2068 NSW,-33.795,151.204
WILLOUGHBY 2068 NSW,-33.8071059,151.1993737
WILLOUGHBY EAST 2068 NSW,-33.799,151.206
CASTLE COVE 2069 NSW,-33.78464,151.20642
ROSEVILLE 2069 NSW,-33.78903,151.17119
TURRAMURRA 2074 NSW,-33.7338,151.1301
WARRAWEE 2074 NSW,-33.725,151.12338
ST IVES 2075 NSW,-33.72136,151.16844
ST IVES CHASE 2075 NSW,-33.711,151.1595
NORMANHURST 2076 NSW,-33.7245321,151.0970108
NORTH WAHROONGA 2076 NSW,-33.701,151.126
WAHROONGA 2076 NSW,-33.7183,151.1187
ASQUITH 2077 NSW,-33.689,151.105
HORNSBY 2077 NSW,-33.70489999999999,151.09901
HORNSBY HEIGHTS 2077 NSW,-33.6722,151.0988
WAITARA 2077 NSW,-33.7083472,151.1068252
MOUNT COLAH 2079 NSW,-33.6709087,151.125756
MOUNT KURING-GAI 2080 NSW,-33.6500724,151.134494
BEROWRA 2081 NSW,-33.62562,151.14676
COWAN 2081 NSW,-33.59072,151.16956
BEROWRA CREEK 2082 NSW,-33.5988104,151.134494
DUFFYS FOREST 2084 NSW,-33.67525,151.19789
TERREY HILLS 2084 NSW,-33.683,151.223
BELROSE 2085 NSW,-33.73,151.22
DAVIDSON 2085 NSW,-33.73801,151.19297
FRENCHS FOREST 2086 NSW,-33.7473073,151.2248157
FRENCHS FOREST 2087 NSW,-33.773259,151.2160726
FORESTVILLE 2087 NSW,-33.7613,151.2113
KILLARNEY HEIGHTS 2087 NSW,-33.7742,151.2155
MOSMAN 2088 NSW,-33.8303776,151.2393885
KURRABA POINT 2089 NSW,-33.843,151.223
NEUTRAL BAY 2089 NSW,-33.83450000000001,151.2184
CREMORNE 2090 NSW,-33.82886939999999,151.2255485
CREMORNE POINT 2090 NSW,-33.84076,151.22789
SEAFORTH 2092 NSW,-33.7927181,151.2423032
BALGOWLAH HEIGHTS 2093 NSW,-33.8072234,151.2641654
BALGOWLAH 2093 NSW,-33.79645,151.25854
CLONTARF 2093 NSW,-33.80834,151.25342
MANLY VALE 2093 NSW,-33.783,151.2622
NORTH BALGOWLAH 2093 NSW,-33.785604,151.2495903
FAIRLIGHT 2094 NSW,-33.7940757,151.2729111
NORTH CURL CURL 2099 NSW,-33.7645,151.2973
ALLAMBIE HEIGHTS 2100 NSW,-33.7624,151.25
BEACON HILL 2100 NSW,-33.7522,151.256
BROOKVALE 2100 NSW,-33.7653,151.27041
NORTH MANLY 2100 NSW,-33.7754,151.2689
OXFORD FALLS 2100 NSW,-33.7352,151.2469
ELANORA HEIGHTS 2101 NSW,-33.70102,151.2789
INGLESIDE 2101 NSW,-33.6823,151.26315
NARRABEEN 2101 NSW,-33.7231,151.2952
NORTH NARRABEEN 2101 NSW,-33.7065,151.2884
WARRIEWOOD 2102 NSW,-33.6881414,151.2947775
MONA VALE 2103 NSW,-33.6757024,151.3064407
BAYVIEW 2104 NSW,-33.6610245,151.2889461
CHURCH POINT 2105 NSW,-33.6544,151.2791
ELVINA BAY 2105 NSW,-33.639515,151.277825
MCCARRS CREEK 2105 NSW,-33.6631908,151.2561613
LOVETT BAY 2105 NSW,-33.6296855,151.2816573
SCOTLAND ISLAND 2105 NSW,-33.6395909,151.290404
MORNING BAY 2105 NSW,-33.627,151.287
NEWPORT 2106 NSW,-33.6564,151.3137
AVALON 2107 NSW,-33.6302836,151.3297698
AVALON BEACH 2107 NSW,-33.6302836,151.3297698
WOOLWICH 2110 NSW,-33.8417,151.16968
GLADESVILLE 2111 NSW,-33.8296098,151.125756
HENLEY 2111 NSW,-33.84252,151.13475
HUNTLEYS COVE 2111 NSW,-33.8385208,151.138135
HUNTLEYS POINT 2111 NSW,-33.839,151.147
TENNYSON POINT 2111 NSW,-33.832435,151.116938
DENISTONE EAST 2112 NSW,-33.79885,151.09948
PUTNEY 2112 NSW,-33.827,151.106
RYDE 2112 NSW,-33.815278,151.101111
EAST RYDE 2113 NSW,-33.81,151.135
MACQUARIE PARK 2113 NSW,-33.7934648,151.134494
NORTH RYDE 2113 NSW,-33.79242,151.11954
DENISTONE 2114 NSW,-33.80085,151.08648
DENISTONE WEST 2114 NSW,-33.8007216,151.0777054
MEADOWBANK 2114 NSW,-33.81692,151.08333
MELROSE PARK 2114 NSW,-33.8145781,151.0718821
WEST RYDE 2114 NSW,-33.80818,151.08352
ERMINGTON 2115 NSW,-33.8132521,151.0616918
RYDALMERE 2116 NSW,-33.8124093,151.0384023
DUNDAS 2117 NSW,-33.80404,151.0351
DUNDAS VALLEY 2117 NSW,-33.79312,151.05999
OATLANDS 2117 NSW,-33.794,151.032
TELOPEA 2117 NSW,-33.79417,151.03802
CARLINGFORD 2118 NSW,-33.7799114,151.0413133
RAMSGATE 2217 NSW,-33.98194,151.14007
CHERRYBROOK 2126 NSW,-33.7251,151.04931
NEWINGTON 2127 NSW,-33.839,151.055
SYDNEY OLYMPIC PARK 2127 NSW,-33.84801,151.06488
WENTWORTH POINT 2127 NSW,-33.828026,151.0769775
SILVERWATER 2128 NSW,-33.8343506,151.0442244
SUMMER HILL 2130 NSW,-33.8922971,151.1359504
ASHFIELD 2131 NSW,-33.8909735,151.125756
CROYDON 2132 NSW,-33.87904,151.11553
CROYDON PARK 2133 NSW,-33.89673450000001,151.1082813
BURWOOD 2134 NSW,-33.8799121,151.1024569
STRATHFIELD 2135 NSW,-33.8808808,151.0762495
BURWOOD HEIGHTS 2136 NSW,-33.8902,151.1052
ENFIELD 2136 NSW,-33.89059,151.09246
STRATHFIELD SOUTH 2136 NSW,-33.8929126,151.0733379
BREAKFAST POINT 2137 NSW,-33.844,151.1129
