13,MUIRHEAD 0810 NT,-12.358333,130.895556
14,NAKARA 0810 NT,-12.369444,130.878056
15,NIGHTCLIFF 0810 NT,-12.383,130.849
16,RAPID CREEK 0810 NT,-12.380833,130.862222
17,TIWI 0810 NT,-12.363333,130.880278
18,WAGAMAN 0810 NT,-12.3825,130.885
19,WANGURI 0810 NT,-12.3725,130.887778
20,ANULA 0812 NT,-12.392778,130.89
21,BUFFALO CREEK 0812 NT,-12.3463861,130.9209829
22,HOLMES 0812 NT,-12.3961389,130.9212551
23,KARAMA 0812 NT,-12.401069,130.916889
34,FANNIE BAY 0820 NT,-12.425,130.836389
35,LARRAKEYAH 0820 NT,-12.458611,130.821667
36,LUDMILLA 0820 NT,-12.414524,130.8500471
37,PARAP 0820 NT,-12.4324801,130.8462536
38,STUART PARK 0820 NT,-12.448611,130.841667
39,THE GARDENS 0820 NT,-12.448611,130.836389
40,THE NARROWS 0820 NT,-12.427778,130.860556
41,WINNELLIE 0820 NT,-12.428889,130.869722
42,WOOLNER 0820 NT,-12.437778,130.8475
43,ACACIA HILLS 0822 NT,-12.7541536,131.1489404
44,ANGURUGU 0822 NT,-13.9811912,136.4612077
45,ANINDILYAKWA 0822 NT,-13.9170594,136.5910852
47,BATHURST ISLAND 0822 NT,-11.7365444,130.4312584
48,BEES CREEK 0822 NT,-12.555285,131.059105
49,BELYUEN 0822 NT,-12.5381843,130.6831804
50,BLACK JUNGLE 0822 NT,-12.5232712,131.207114
51,BLACKMORE 0822 NT,-12.7410396,130.9328098
52,BURRUNDIE 0822 NT,-13.4511361,131.3865189
53,BYNOE 0822 NT,-12.80056,130.6127416
54,BYNOE HARBOUR 0822 NT,-12.662932,130.589166
55,CAMP CREEK 0822 NT,-13.173498,130.9320162
56,CHANNEL ISLAND 0822 NT,-12.5531956,130.8664828
67,DELISSAVILLE 0822 NT,-12.505532,130.995425
68,DOUGLAS-DALY 0822 NT,-13.8004635,131.3439373
69,EAST ARM 0822 NT,-12.4794373,130.9138671
70,EAST ARNHEM 0822 NT,-12.7576593,135.2993862
71,ELRUNDIE 0822 NT,-12.4795745,130.9600634
72,EVA VALLEY 0822 NT,-13.123889,131.0075
73,FINNISS VALLEY 0822 NT,-13.024483,130.9419103
74,FLEMING 0822 NT,-13.8509524,131.2984232
75,FLY CREEK 0822 NT,-12.801222,131.068789
76,FREDS PASS 0822 NT,-12.539836,131.055036
77,GALIWINKU 0822 NT,-12.024734,135.5684773
78,GLYDE POINT 0822 NT,-12.1797101,131.0799805
79,GOULBURN ISLAND 0822 NT,-11.6140013,133.3970188
80,GUNBALANYA 0822 NT,-12.3255375,133.0550335
81,GUNN POINT 0822 NT,-12.2078463,131.0331717
82,HAYES CREEK 0822 NT,-13.7645265,131.4406408
83,HIDDEN VALLEY 0822 NT,-12.444722,130.911667
84,HOTHAM 0822 NT,-12.344015,131.4058087
85,HUGHES 0822 NT,-12.688439,131.100658
86,KAKADU 0822 NT,-12.6770131,132.4809011
87,KOOLPINYAH 0822 NT,-12.322522,131.1381408
88,LAKE BENNETT 0822 NT,-12.959237,131.1646611
99,MCMINNS LAGOON 0822 NT,-12.5459321,131.0746794
100,MICKETT CREEK 0822 NT,-12.4059301,130.955464
101,MIDDLE POINT 0822 NT,-12.5647934,131.325275
102,MILIKAPITI 0822 NT,-11.4164161,130.6586033
103,MILINGIMBI 0822 NT,-12.0939133,134.8973049
104,MILYAKBURRA 0822 NT,-13.7793488,136.202001
105,MINJILANG 0822 NT,-11.148333,132.577222
107,MURRUMUJUK 0822 NT,-12.2804226,131.0654648
106,MOUNT BUNDEY 0822 NT,-12.9037815,131.677295
108,NAUIYU 0822 NT,-13.7503502,130.6880182
109,NEMARLUK 0822 NT,-14.1739206,130.1605835
110,NGANMARRIYANGA 0822 NT,-14.3349803,129.8834902
111,NUMBULWAR 0822 NT,-14.2762335,135.740254
112,NUMBURINDI 0822 NT,-13.9593993,135.7947861
113,OENPELLI 0822 NT,-12.3255375,133.0550335
114,PEPPIMENARTI 0822 NT,-14.1456977,130.082796
115,PIRLANGIMPI 0822 NT,-11.3902602,130.4214676
127,TIPPERARY 0822 NT,-13.5399829,130.8376526
128,TIVENDALE 0822 NT,-12.4651464,130.9511151
129,TIWI ISLANDS 0822 NT,-11.6968879,130.8778586
130,TORTILLA FLATS 0822 NT,-13.084464,131.124737
131,TUMBLING WATERS 0822 NT,-12.765567,130.95635
132,UMBAKUMBA 0822 NT,-13.86112,136.811614
133,VERNON ISLANDS 0822 NT,-12.0595414,131.0936821
134,WADEYE 0822 NT,-14.2408378,129.5207566
135,WAGAIT BEACH 0822 NT,-12.435556,130.748056
136,WAK WAK 0822 NT,-12.661918,131.3345745
137,WARRUWI 0822 NT,-11.6578624,133.3782541
138,WEDDELL 0822 NT,-12.6733614,131.0477672
140,WICKHAM 0822 NT,-12.5732763,130.9249178
139,WEST ARNHEM 0822 NT,-12.2552068,133.6458445
141,WISHART 0822 NT,-12.4550334,130.9309158
142,WOOLANING 0822 NT,-13.10391,130.667007
143,WURRUMIYANGA 0822 NT,-11.7608881,130.6330634
144,BERRIMAH 0828 NT,-12.433889,130.922778
155,PALMERSTON 0830 NT,-12.4784614,130.9851852
156,SHOAL BAY 0830 NT,-12.4122468,130.9716227
157,WOODROFFE 0830 NT,-12.499539,130.981
158,YARRAWONGA 0830 NT,-12.471085,130.990115
159,BAKEWELL 0832 NT,-12.498685,130.992815
160,BELLAMACK 0832 NT,-12.5148156,130.9814006
161,GUNN 0832 NT,-12.488685,130.991515
162,JOHNSTON 0832 NT,-12.4864,131.0096
163,MITCHELL 0832 NT,-12.5291024,130.9943034
164,ROSEBERY 0832 NT,-12.504825,130.991815
165,ROSEBERY HEIGHTS 0832 NT,-12.502001,130.9883299
166,ZUCCOLI 0832 NT,-12.5101786,131.0066263
167,VIRGINIA 0834 NT,-12.5405063,131.0293197
168,HOWARD SPRINGS 0835 NT,-12.4779013,131.0696413
169,GIRRAWEEN 0836 NT,-12.524085,131.092505
170,HERBERT 0836 NT,-12.542319,131.157189
171,HUMPTY DOO 0836 NT,-12.575278,131.102222
172,MANTON 0837 NT,-12.8316015,131.1604226
173,NOONAMAH 0837 NT,-12.634167,131.073611
174,BERRY SPRINGS 0838 NT,-12.700833,131.014167
176,DUNDEE BEACH 0840 NT,-12.7575418,130.3928484
175,COOLALINGA 0839 NT,-12.5188645,131.0406631
177,DUNDEE DOWNS 0840 NT,-12.7669665,130.5025384
178,DUNDEE FOREST 0840 NT,-12.8042078,130.4484499
189,KATHERINE 0851 NT,-14.4652567,132.2646136
190,ARNOLD 0852 NT,-16.4713263,134.2867554
191,BAINES 0852 NT,-15.9785061,129.0033489
192,BARUNGA 0852 NT,-14.520833,132.865
193,BESWICK 0852 NT,-14.5582999,133.1141375
194,BESWICK CREEK 0852 NT,-14.5642635,133.072455
195,BINJARI 0852 NT,-14.5501071,132.1841676
196,BIRDUM 0852 NT,-15.6817503,133.303637
197,BRADSHAW 0852 NT,-15.3589003,131.2663976
198,BUCHANAN 0852 NT,-17.1074068,129.0448185
199,BULMAN WEEMOL 0852 NT,-13.653937,134.3150452
200,CRESWELL 0852 NT,-17.9462568,135.4716606
201,DAGURAGU 0852 NT,-17.4192675,130.8021088
202,DALY WATERS 0852 NT,-16.253333,133.369167
203,DELAMERE 0852 NT,-15.6847671,131.6719394
204,EDITH 0852 NT,-14.2856756,131.9978613
205,ELSEY 0852 NT,-14.9976999,133.4567841
206,FLORINA 0852 NT,-14.5769649,132.0282181
207,FLYING FOX 0852 NT,-13.6636318,134.3486782
208,GREGORY 0852 NT,-15.7371952,130.5031402
219,MATARANKA 0852 NT,-14.923397,133.0663796
220,MCARTHUR 0852 NT,-16.6249907,135.7996544
221,MINIYERI 0852 NT,-15.2254373,134.0797815
222,NGUKURR 0852 NT,-14.7327677,134.7323319
223,NITMILUK 0852 NT,-14.0753098,131.9830233
224,PELLEW ISLANDS 0852 NT,-15.6608229,136.8141777
225,PIGEON HOLE 0852 NT,-16.7872164,131.2143582
226,ROBINSON RIVER 0852 NT,-16.7585281,136.9827659
227,STURT PLATEAU 0852 NT,-15.6591124,132.6118455
228,TANAMI EAST 0852 NT,-16.7552218,132.5713639
229,TIMBER CREEK 0852 NT,-15.643213,130.466591
230,TOP SPRINGS 0852 NT,-16.550344,131.802927
231,URALLA 0852 NT,-14.485833,132.32
232,VENN 0852 NT,-14.5934318,132.4802852
233,VICTORIA RIVER 0852 NT,-16.4866972,130.384975
234,VICTORIA RIVER DOWNS 0852 NT,-16.4020383,131.0123005
245,NEWCASTLE WATERS 0862 NT,-17.366667,133.4
246,NICHOLSON 0862 NT,-19.060079,136.6891712
247,PAMAYU 0862 NT,-18.3181995,133.7956873
